"Product Name","total_profit"
"Insertable Tab Indexes For Data Binders","-4.83"
"Eldon 100 Class Desk Accessories","-4.85"
"Acco Suede Grain Vinyl Round Ring Binder","-4.89"
"Rogers Jumbo File, Granite","-4.89"
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack","-4.92"
"UniKeep View Case Binders","-5.48"
"Revere Boxed Rubber Bands by Revere","-5.71"
"Acco Economy Flexible Poly Round Ring Binder","-5.74"
"Telescoping Adjustable Floor Lamp","-6.00"
"Tennsco Regal Shelving Units","-6.08"
"Sterilite Show Offs Storage Containers","-6.34"
"Plantronics MX500i Earset","-6.44"
"Akro Stacking Bins","-6.94"
"Avery Hidden Tab Dividers for Binding Systems","-7.03"
"Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors","-7.04"
"Safco Commercial Shelving","-7.44"
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany","-7.62"
"Eldon Shelf Savers Cubes and Bins","-7.68"
"Acco Side-Punched Conventional Columnar Pads","-7.81"
"Sauder Facets Collection Library, Sky Alder Finish","-8.55"
"Wilson Jones 1"" Hanging DublLock Ring Binders","-8.55"
"GBC Velobind Prepunched Cover Sets, Regency Series","-9.25"
"Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup","-9.30"
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","-9.94"
"Shocksock Galaxy S4 Armband","-10.07"
"Pressboard Hanging Data Binders for Unburst Sheets","-10.14"
"Alliance Super-Size Bands, Assorted Sizes","-10.35"
"Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","-10.41"
"Avaya 5410 Digital phone","-10.88"
"Dana Swing-Arm Lamps","-11.21"
"GBC Personal VeloBind Strips","-11.26"
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","-11.88"
"Gear Head AU3700S Headset","-11.95"
"iOttie HLCRIO102 Car Mount","-11.99"
"Case Logic 2.4GHz Wireless Keyboard","-12.00"
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","-12.13"
"O'Sullivan 5-Shelf Heavy-Duty Bookcases","-12.29"
"GBC Instant Index System for Binding Systems","-12.43"
"Cardinal Hold-It CD Pocket","-12.45"
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order","-12.69"
"Fellowes Bankers Box Stor/Drawer Steel Plus","-12.79"
"Martin-Yale Premier Letter Opener","-12.88"
"GBC ProClick Spines for 32-Hole Punch","-13.28"
"XtraLife ClearVue Slant-D Ring Binders by Cardinal","-13.33"
"Motorola L804","-13.34"
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red","-13.91"
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack","-14.41"
"Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black","-14.62"
"Avery Durable Poly Binders","-15.59"
"ARKON Windshield Dashboard Air Vent Car Mount Holder","-15.59"
"Avery Reinforcements for Hole-Punch Pages","-16.14"
"Electrix Incandescent Magnifying Lamp, Black","-16.49"
"Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge","-17.03"
"Anderson Hickey Conga Table Tops & Accessories","-17.51"
"Fellowes Neat Ideas Storage Cubes","-18.19"
"Speck Products Candyshell Flip Case","-18.19"
"GBC Wire Binding Strips","-18.41"
"Large Capacity Hanging Post Binders","-19.46"
"Logitech Keyboard K120","-19.60"
"Wilson Jones Custom Binder Spines & Labels","-19.69"
"Accohide Poly Flexible Ring Binders","-19.82"
"Bush Westfield Collection Bookcases, Medium Cherry Finish","-20.29"
"3M Replacement Filter for Office Air Cleaner for 20' x 33' Room","-20.48"
"Space Solutions Industrial Galvanized Steel Shelving.","-20.49"
"Texas Instrument TI-15 Fraction Calculator","-20.52"
"Cyber Acoustics AC-202b Speech Recognition Stereo Headset","-20.52"
"Global Armless Task Chair, Royal Blue","-20.73"
"Plantronics Single Ear Headset","-21.95"
"Stiletto Hand Letter Openers","-21.98"
"Panasonic KX MC6040 Color Laser Multifunction Printer","-22.50"
"Avery Durable Slant Ring Binders","-23.76"
"GBC VeloBinder Strips","-23.81"
"Anker Astro 15000mAh USB Portable Charger","-24.00"
"SAFCO Commercial Wire Shelving, 72h","-24.50"
"Tennsco Lockers, Gray","-26.43"
"Hon Metal Bookcases, Black","-26.97"
"GBC Standard Recycled Report Covers, Clear Plastic Sheets","-27.17"
"Fellowes Bankers Box Recycled Super Stor/Drawer","-30.23"
"Macally Suction Cup Mount","-31.07"
"Samsung Convoy 3","-31.08"
"Anker Astro Mini 3000mAh Ultra-Compact Portable Charger","-31.98"
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack","-32.27"
"Novimex Turbo Task Chair","-32.65"
"Rogers Deluxe File Chest","-34.73"
"Hon Comfortask Task/Swivel Chairs","-36.47"
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand","-36.53"
"Kensington 6 Outlet SmartSocket Surge Protector","-36.88"
"Mediabridge Sport Armband iPhone 5s","-38.96"
"Bevis Round Conference Room Tables and Bases","-39.44"
"Insertable Tab Post Binder Dividers","-39.70"
"36X48 HARDFLOOR CHAIRMAT","-40.49"
"Tenex ""The Solids"" Textured Chair Mats","-40.58"
"Office Star - Ergonomically Designed Knee Chair","-42.11"
"Eldon Cleatmat Chair Mats for Medium Pile Carpets","-42.18"
"Iris 3-Drawer Stacking Bin, Black","-43.45"
"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""","-46.40"
"Belkin 19"" Center-Weighted Shelf, Gray","-47.18"
"SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card","-48.58"
"Tennsco Commercial Shelving","-48.61"
"Eldon Advantage Foldable Chair Mats for Low Pile Carpets","-48.78"
"Hon Deluxe Fabric Upholstered Stacking Chairs","-48.80"
"Clearsounds A400","-48.83"
"iOttie XL Car Mount","-50.37"
"Eldon Base for stackable storage shelf, platinum","-52.57"
"Cisco CP-7937G Unified IP Conference Station Phone","-55.66"
"OtterBox Commuter Series Case - Samsung Galaxy S4","-55.98"
"Fellowes Econo/Stor Drawers","-56.22"
"Bush Somerset Collection Bookcase","-56.32"
"Compact Automatic Electric Letter Opener","-57.27"
"Contico 72""H Heavy-Duty Storage System","-57.37"
"V7 USB Numeric Keypad","-58.78"
"i.Sound Portable Power - 8000 mAh","-58.82"
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black","-63.59"
"Office Impressions End Table, 20-1/2""H x 24""W x 20""D","-66.83"
"O'Sullivan Elevations Bookcase, Cherry Finish","-68.11"
"GBC Plasticlear Binding Covers","-68.42"
"Carina Mini System Audio Rack, Model AR050B","-68.81"
"Avery Recycled Flexi-View Covers for Binding Systems","-69.57"
"Sauder Forest Hills Library, Woodland Oak Finish","-70.49"
"Rush Hierlooms Collection Rich Wood Bookcases","-70.83"
"Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner","-71.40"
"Space Solutions Commercial Steel Shelving","-74.35"
"Fellowes Command Center 5-outlet power strip","-78.02"
"Sensible Storage WireTech Storage Systems","-78.08"
"Sauder Camden County Collection Libraries, Planked Cherry Finish","-78.19"
"O'Sullivan Cherrywood Estates Traditional Barrister Bookcase","-78.36"
"Eldon Executive Woodline II Cherry Finish Desk Accessories","-78.51"
"O'Sullivan Living Dimensions 2-Shelf Bookcases","-78.64"
"Global Task Chair, Black","-80.41"
"Sauder Cornerstone Collection Library","-81.17"
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets","-82.18"
"GBC Linen Binding Covers","-82.41"
"Motorola HK250 Universal Bluetooth Headset","-91.50"
"Bush Westfield Collection Bookcases, Dark Cherry Finish","-97.41"
"Acco D-Ring Binder w/DublLock","-102.84"
"Sauder Camden County Collection Library","-103.48"
"Safco Industrial Shelving","-104.13"
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf","-104.83"
"Tennsco Industrial Shelving","-108.58"
"Carina 42""Hx23 3/4""W Media Storage Unit","-110.13"
"Eldon Cleatmat Plus Chair Mats for High Pile Carpets","-111.33"
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors","-113.26"
"Acco 6 Outlet Guardian Premium Plus Surge Suppressor","-113.77"
"Global Leather & Oak Executive Chair, Burgundy","-114.68"
"Hon 2111 Invitation Series Straight Table","-115.31"
"Bush Birmingham Collection Bookcase, Dark Cherry","-117.88"
"Cisco IP Phone 7961G-GE VoIP phone","-119.12"
"Belkin F9S820V06 8 Outlet Surge","-120.18"
"Carina Media Storage Towers in Natural & Black","-121.96"
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting","-125.20"
"Sauder Mission Library with Doors, Fruitwood Finish","-125.74"
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","-126.44"
"Safco Industrial Wire Shelving","-126.71"
"Samsung Galaxy Note 2","-128.80"
"Tenex Chairmats For Use with Hard Floors","-129.92"
"Office Star - Mesh Screen back chair with Vinyl seat","-130.98"
"Novimex Fabric Task Chair","-131.11"
"O'Sullivan 2-Shelf Heavy-Duty Bookcases","-133.11"
"Novimex High-Tech Fabric Mesh Task Chair","-133.44"
"Bush Andora Conference Table, Maple/Graphite Gray Finish","-143.62"
"Hon 61000 Series Interactive Training Tables","-148.40"
"Global Deluxe High-Back Office Chair in Storm","-149.59"
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum","-158.49"
"Bevis 44 x 96 Conference Tables","-164.72"
"Cisco 8961 IP Phone Charcoal","-164.95"
"Global Geo Office Task Chair, Gray","-166.01"
"Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers","-167.27"
"O'Sullivan Living Dimensions 3-Shelf Bookcases","-170.83"
"Epson Perfection V600 Photo Scanner","-172.49"
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h","-172.94"
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle","-173.13"
"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","-177.22"
"Hon 30"" x 60"" Table with Locking Drawer","-177.35"
"Belkin 19"" Vented Equipment Shelf, Black","-179.67"
"Chromcraft Round Conference Tables","-189.98"
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled","-190.85"
"Hon 4-Shelf Metal Bookcases","-191.86"
"Bevis Round Bullnose 29"" High Table Top","-192.19"
"High-Back Leather Manager's Chair","-197.58"
"Premier Elliptical Ring Binder, Black","-201.51"
"Laminate Occasional Tables","-206.53"
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","-208.65"
"LG Exalt","-212.15"
"Balt Solid Wood Rectangular Table","-216.25"
"Global Deluxe Steno Chair","-216.31"
"Safco Industrial Wire Shelving System","-218.35"
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats","-222.74"
"Office Star Flex Back Scooter Chair with White Frame","-228.62"
"Hon 5100 Series Wood Tables","-238.60"
"Catalog Binders with Expanding Posts","-242.21"
"Global Low Back Tilter Chair","-246.39"
"KI Adjustable-Height Table","-248.48"
"Okidata B401 Printer","-251.99"
"Xerox WorkCentre 6505DN Laser Multifunction Printer","-252.00"
"Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","-256.56"
"High Speed Automatic Electric Letter Opener","-262.00"
"Eldon ""L"" Workstation Diamond Chairmat","-267.45"
"O'Sullivan Manor Hill 2-Door Library in Brianna Oak","-285.95"
"Okidata C610n Printer","-292.05"
"Sauder Barrister Bookcases","-294.77"
"Hon Rectangular Conference Tables","-295.82"
"Ibico Hi-Tech Manual Binding System","-304.99"
"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner","-319.19"
"Euro Pro Shark Stick Mini Vacuum","-325.63"
"Bretford Rectangular Conference Table Tops","-327.23"
"Lesro Round Back Collection Coffee Table, End Table","-328.59"
"Fellowes Officeware Wire Shelving","-332.37"
"Jawbone MINI JAMBOX Wireless Bluetooth Speaker","-339.71"
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting","-343.10"
"Balt Split Level Computer Training Table","-357.98"
"LG G2","-374.99"
"Iceberg OfficeWorks 42"" Round Tables","-392.55"
"Hon 2111 Invitation Series Corner Table","-401.99"
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table","-404.01"
"GBC VeloBinder Electric Binding Machine","-411.33"
"Riverside Furniture Stanwyck Manor Table Series","-415.93"
"Sauder Forest Hills Library with Doors, Woodland Oak Finish","-418.55"
"Premier Automatic Letter Opener","-427.86"
"Okidata MB491 Multifunction Printer","-434.13"
"Novimex Swivel Fabric Task Chair","-445.39"
"Bevis Boat-Shaped Conference Table","-445.59"
"Swingline SM12-08 MicroCut Jam Free Shredder","-447.99"
"Chromcraft Rectangular Conference Tables","-450.24"
"Bevis Traditional Conference Table Top, Plinth Base","-456.70"
"Global Enterprise Series Seating High-Back Swivel/Tilt Chairs","-460.67"
"GBC ProClick 150 Presentation Binding System","-461.33"
"3D Systems Cube Printer, 2nd Generation, White","-468.00"
"SAFCO Boltless Steel Shelving","-470.47"
"Global High-Back Leather Tilter, Burgundy","-474.74"
"KI Conference Tables","-479.22"
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal","-491.18"
"Global Wood Trimmed Manager's Task Chair, Khaki","-503.12"
"Lexmark MarkNet N8150 Wireless Print Server","-506.46"
"Bevis Round Conference Table Top, X-Base","-519.94"
"Tenex Chairmat w/ Average Lip, 45"" x 53""","-529.76"
"Tenex Antistatic Computer Chair Mats","-530.04"
"Bretford CR4500 Series Slim Rectangular Table","-532.76"
"Bevis Rectangular Conference Tables","-586.84"
"Hon Racetrack Conference Tables","-598.52"
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables","-611.59"
"Bestar Classic Bookcase","-612.94"
"SAFCO Commercial Wire Shelving, Black","-635.44"
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","-669.54"
"Hon 94000 Series Round Tables","-681.21"
"O'Sullivan Living Dimensions 5-Shelf Bookcases","-755.75"
"O'Sullivan Plantations 2-Door Library in Landvery Oak","-767.74"
"StarTech.com 10/100 VDSL2 Ethernet Extender Kit","-785.76"
"BPI Conference Tables","-795.97"
"Tennsco Single-Tier Lockers","-825.75"
"Bevis Oval Conference Table, Walnut","-856.01"
"3.6 Cubic Foot Counter Height Office Refrigerator","-872.08"
"Zebra GK420t Direct Thermal/Thermal Transfer Printer","-938.28"
"Bretford Just In Time Height-Adjustable Multi-Task Work Tables","-964.19"
"O'Sullivan 4-Shelf Bookcase in Odessa Pine","-975.10"
"Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs","-989.05"
"Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop","-1057.23"
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer","-1147.40"
"BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables","-1148.44"
"Balt Solid Wood Round Tables","-1201.06"
"Martin Yale Chadless Opener Electric Letter Opener","-1299.18"
"Cisco TelePresence System EX90 Videoconferencing Unit","-1811.08"
"GBC DocuBind P400 Electric Binding System","-1878.17"
"Bush Advantage Collection Racetrack Conference Table","-1934.40"
"Chromcraft Bull-Nose Wood Oval Conference Tables & Bases","-2876.12"
"Cubify CubeX 3D Printer Triple Head Print","-3839.99"
"Lexmark MX611dhe Monochrome Laser Printer","-4589.97"
"Cubify CubeX 3D Printer Double Head Print","-8879.97"
